key,prompt,f_save,is_closeup,negative_prompt,style_prompt
"['cities', ""Storm's End"", 'lore']","The Storm Wars: A series of conflicts between Storm's End and the neighboring island of Thunderhead, fueled by territorial disputes and cultural differences. Thorne Ironscale played a key role in these wars, using his cunning and diplomatic skills to negotiate peace treaties and prevent further bloodshed.",results/images/Aurora_Dominion/000055.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","painterly style, flat colours, illustration, bright and colourful, high contrast, Mythology, cinematic, detailed, atmospheric, 8k, corona render"
"['cities', ""Storm's End"", 'lore']","The Aurora Rebellion: A widespread uprising against the ruling class and the dominant religious sects in Aurora Dominion, led by a charismatic Luminescent prophet known as the Radiant One. Brother Ezekiel was a prominent figure in this rebellion, using his powerful magic and fiery sermons to rally the faithful and strike fear into the hearts of the ruling elite.",results/images/Aurora_Dominion/000056.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","painterly style, flat colours, illustration, bright and colourful, high contrast, Mythology, cinematic, detailed, atmospheric, 8k, corona render"
"['cities', ""Storm's End"", 'lore']","The Great Skyship Disaster: A catastrophic event that saw one of the largest and most advanced airships in Aurora Dominion crash into the rocky shores of Storm's End during a fierce storm. Aria Seaheart was one of the few survivors of this tragedy, and her harrowing tale of survival and heroism became the stuff of legend.",results/images/Aurora_Dominion/000057.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","painterly style, flat colours, illustration, bright and colourful, high contrast, Mythology, cinematic, detailed, atmospheric, 8k, corona render"
"['cities', ""Storm's End"", 'lore']","The Freeholder Uprising: A rebellion led by Kael Wildheart and the Freeholders, who were tired of being marginalized by the ruling class and oppressed by the religious sects. This uprising was ultimately quashed by the authorities, but it sparked a wider movement for greater equality and freedom in Aurora Dominion.",results/images/Aurora_Dominion/000058.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","painterly style, flat colours, illustration, bright and colourful, high contrast, Mythology, cinematic, detailed, atmospheric, 8k, corona render"
"['cities', ""Storm's End"", 'lore']","The Shadowborn Conspiracy: A plot by Vesper Nightshade and other members of the criminal underworld to overthrow the ruling elite and seize control of Aurora Dominion. This conspiracy was ultimately foiled by the authorities, but it revealed the deep-seated corruption and criminality that had taken root in many parts of the country.",results/images/Aurora_Dominion/000059.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","painterly style, flat colours, illustration, bright and colourful, high contrast, Mythology, cinematic, detailed, atmospheric, 8k, corona render"
"['cities', ""Storm's End"", 'lore']","The Flameborn Revolution: A movement led by Celeste Fireheart and other Flameborn craftsmen to overthrow the dominant religious sects and establish a new order based on reason, science, and artistic expression. This revolution was met with fierce resistance by the authorities and the faithful, but it inspired a new generation of thinkers and artists to challenge the status quo.",results/images/Aurora_Dominion/000060.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","painterly style, flat colours, illustration, bright and colourful, high contrast, Mythology, cinematic, detailed, atmospheric, 8k, corona render"
"['cities', ""Storm's End"", 'lore']","The Mage Wars: A series of conflicts between rival magical factions in Aurora Dominion, fueled by personal grudges and ideological differences. Lucien Darkwind was a key figure in these wars, using his skills as an assassin and spy to take out his enemies and advance his own agenda. These conflicts left scars on the magical community that would take years to heal.",results/images/Aurora_Dominion/000061.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","painterly style, flat colours, illustration, bright and colourful, high contrast, Mythology, cinematic, detailed, atmospheric, 8k, corona render"
"['cities', ""Storm's End"", 'residents', 'Aria Seaheart, Skyborn']","Aria Seaheart is a striking figure, with long curly hair the color of a sunset and piercing blue eyes that seem to sparkle with mischief. Her skin is bronzed from years of exposure to the sun and the sea, and her lithe frame is toned and muscular from years of climbing rigging and hauling cargo. She stands tall and proud, with a confidence and grace that comes from a lifetime of navigating the skies.

Her clothing is a mix of practicality and style, with a long leather coat that flutters in the wind and a pair of sturdy boots with metal buckles that clink with each step. Her pants are tight-fitting and made of a durable material that can withstand the rigors of life on an airship, and her shirt is a simple cotton blouse with a few decorative buttons and a lacy collar.

Around her neck, she wears a small pendant in the shape of a compass, a symbol of her trade and her passion for exploration. Her fingers are adorned with a few simple rings, each one a memento of a past adventure or a cherished memory. She carries a small leather satchel at her side, filled with maps, tools, and other essentials for life on the open skies.

But it is her airship that truly sets her apart. The ship, which she has named the Golden Horizon, is a thing of beauty and wonder. Its sleek lines and shining metal hull gleam in the sunlight, and its massive propellers churn the air with a deep, rhythmic hum. The ship is adorned with intricate carvings and colorful banners, each one representing a different port or culture that Aria has visited in her travels.

Aria moves with a fluid grace, her steps light and sure as she makes her way around the ship. She is always looking out towards the horizon, her eyes scanning the skies for signs of adventure or danger. Her sharp wit and adventurous spirit are evident in every word and gesture, and her crew is fiercely loyal to her, knowing that she will always lead them to new and exciting destinations on the windswept seas of Aurora Dominion.",results/images/Aurora_Dominion/000062.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","painterly style, flat colours, illustration, bright and colourful, high contrast, Mythology, cinematic, detailed, atmospheric, 8k, corona render"
"['cities', ""Storm's End"", 'residents', 'Thorne Ironscale, Scaleborn']","Thorne Ironscale stands tall and proud, his muscular frame a testament to a lifetime spent on the sea. He has the bronzed, weather-beaten skin of a true sailor, and his hair is a tangled mass of salt-and-pepper that falls in wild curls around his face. His beard is thick and bushy, a mix of greys and blacks that give him a rugged, determined look.

Thorne's eyes are a piercing blue, the color of the ocean on a clear day. They are sharp and intelligent, always scanning the horizon for signs of danger or opportunity. His nose is broad and rugged, with a slight bump in the middle that speaks of past battles and hardships.

Thorne's clothing reflects his practical nature and his status as a leader. He wears a dark leather jerkin over a simple linen shirt, with sturdy boots that come up to his knees. His trousers are made of thick, durable fabric, and he carries a heavy belt with a variety of tools and weapons.

Despite his rough exterior, Thorne has a warm and caring heart, especially when it comes to his family and his community. He is always quick with a smile or a kind word, and he has a deep sense of loyalty to those who have earned his trust. When the storms rage and the seas grow treacherous, Thorne is the one who stands firm, guiding his people through the worst of it and emerging stronger and more resilient on the other side.",results/images/Aurora_Dominion/000063.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","painterly style, flat colours, illustration, bright and colourful, high contrast, Mythology, cinematic, detailed, atmospheric, 8k, corona render"
"['cities', ""Storm's End"", 'residents', 'Lucien Darkwind, Wraith']","Lucien Darkwind is a striking figure, even among the unusual and diverse population of Storm's End. He is tall and lean, with a wiry build that speaks to his speed and agility. His skin is pale and almost translucent, as if he spends little time in the sun. His hair is jet black and falls in a sleek, almost oily style around his sharp features.

Lucien's eyes are his most arresting feature, a piercing blue that seems to glow in the dim light of the taverns and alleyways where he often conducts his business. They are sharp and calculating, always scanning his surroundings for potential threats or opportunities.

Despite his somewhat eerie appearance, Lucien is impeccably dressed. He favors dark colors and sleek, form-fitting clothing that allows him to move quickly and silently. His boots are soft and supple, allowing him to move almost silently across any terrain. He wears a long, flowing cloak that he can use to blend into the shadows when necessary.

Lucien's weapons are as much a part of his appearance as his clothing. He carries a set of razor-sharp daggers, each one perfectly balanced and honed to a deadly edge. He also carries a set of throwing knives, which he can use with deadly accuracy even in complete darkness.

Despite his fearsome reputation, Lucien is not without a certain dark charm. He has a quick wit and a sardonic sense of humor, and is often able to disarm his enemies with a well-timed quip or a bit of flattery. He is also fiercely loyal to those he considers his friends, and will go to great lengths to protect them from harm.

Overall, Lucien Darkwind is a complex and intriguing character, one who commands respect and fear in equal measure. His striking appearance and deadly skills make him a figure to be reckoned with in the dangerous and unpredictable world of Aurora Dominion.",results/images/Aurora_Dominion/000064.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","painterly style, flat colours, illustration, bright and colourful, high contrast, Mythology, cinematic, detailed, atmospheric, 8k, corona render"
"['cities', ""Storm's End"", 'residents', 'Celeste Fireheart, Flameborn']","Celeste Fireheart is a striking figure in the town of Storm's End. She stands tall and proud, with fiery red hair that frames her face like a halo of flames. Her eyes are a deep shade of amber, and they sparkle with an inner fire that seems to reflect the passion and creativity that burns within her soul.

Celeste's clothing is a reflection of her craft and her faith. She wears a long, flowing robe made of shimmering red and gold silk, with intricate patterns and symbols woven into the fabric. The robe is adorned with numerous pockets and pouches, each filled with various tools and materials she uses in her work. Over the robe, she wears a leather apron, which is stained with soot and smudges from the forge.

Around her neck, Celeste wears a pendant in the shape of a flame, which is the symbol of her religious sect. The pendant is made of gold and is encrusted with rubies and other precious stones, which seem to glow with an inner light when she is using her fire magic.

When Celeste is working at her forge, she is a blur of motion and energy. Her movements are precise and graceful, as she wields her hammer and tongs with ease and skill. She spends hours at the forge, hammering and shaping metal into intricate and beautiful designs, using her fire magic to heat the metal to just the right temperature.

As she works, Celeste hums a tune, a melody that seems to come from deep within her soul. The tune is infectious, and those who hear it find themselves tapping their feet or swaying to the rhythm. It is a tune that speaks of passion and creativity, of the power of the flame to transform and create.

Overall, Celeste Fireheart is a beautiful and powerful figure in Storm's End, a master of her craft and a devout believer in the power of the flame. Her presence in the town is a source of inspiration and wonder, and her creations are admired and sought after by all who know her.",results/images/Aurora_Dominion/000065.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","painterly style, flat colours, illustration, bright and colourful, high contrast, Mythology, cinematic, detailed, atmospheric, 8k, corona render"
"['cities', ""Storm's End"", 'residents', 'Brother Ezekiel, Luminescent']","Brother Ezekiel is a tall and imposing figure, standing at over six feet tall with broad shoulders and a muscular build. He has piercing blue eyes that seem to glow with a fierce intensity, and a bald head that shines in the light of the perpetual auroras. His skin is a pale shade of blue, and seems to shimmer and glow in the dark.

Ezekiel wears a long, flowing robe made of shimmering white fabric that seems to dance in the breeze. The robe is adorned with intricate patterns of gold and silver thread, and is held in place by a thick leather belt studded with precious gems. He also wears a tall, pointed hat that seems to amplify his already imposing figure.

In his hand, Ezekiel carries a long, ornate staff made of polished silver and inlaid with precious stones. The staff crackles with magical energy, and seems to pulse with a life of its own. Ezekiel uses the staff to channel his magic, and it is said to be one of the most powerful magical artifacts in all of Aurora Dominion.

Whenever he speaks, Ezekiel's voice booms with a commanding authority, and his words seem to echo and reverberate throughout the surrounding area. He is a master of rhetoric, and his fiery sermons can rouse even the most apathetic of listeners to action. Despite his intimidating presence, however, there is a sense of fanaticism and zealotry about him that makes some people uneasy.

Overall, Brother Ezekiel is a figure of great power and authority in Storm's End, and his unwavering devotion to the Radiant One has made him both revered and feared by the people of Aurora Dominion.",results/images/Aurora_Dominion/000066.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","painterly style, flat colours, illustration, bright and colourful, high contrast, Mythology, cinematic, detailed, atmospheric, 8k, corona render"
"['cities', ""Storm's End"", 'residents', 'Vesper Nightshade, Shadowborn']","Vesper Nightshade is a striking figure, even in a place as diverse and colorful as Storm's End. She stands tall and lithe, with sharp features and piercing blue eyes that seem to glint in the dim light of the alleyways and backstreets where she does her work. Her skin is pale and almost translucent, as if she spends most of her time in the shadows, away from the harsh light of day.

Vesper's hair is a deep shade of black, falling in sleek waves down her back and framing her face in a dramatic contrast to her pale skin. She keeps it short and trimmed, preferring a practical style that doesn't get in the way when she's on the job. Her clothing is similarly practical, consisting of dark leather and tight-fitting fabrics that allow her to move freely and silently.

Despite her rough exterior, there is a sense of grace and fluidity to Vesper's movements. She moves with the precision and fluidity of a dancer, always in control of her body and her surroundings. Her eyes are constantly scanning her environment, searching for any sign of danger or opportunity.

Vesper's most striking feature, however, is her ability to disappear into the shadows. When she steps into a darkened alleyway or behind a corner, it's as if she has ceased to exist. Her body seems to meld into the darkness, becoming one with the shadows around her. She is a master of deception and misdirection, able to create illusions and distractions that allow her to slip past even the most vigilant guards.

Despite her fearsome reputation and her criminal past, there is a sense of mystery and allure to Vesper Nightshade. Her ability to disappear into the shadows and her striking appearance make her a figure of fascination and intrigue, even to those who should fear her the most.",results/images/Aurora_Dominion/000067.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","painterly style, flat colours, illustration, bright and colourful, high contrast, Mythology, cinematic, detailed, atmospheric, 8k, corona render"
"['cities', ""Storm's End"", 'residents', 'Kael Wildheart, Freeholder']","Kael Wildheart is a tall and muscular man, standing well over six feet tall with a solidly built frame that speaks to a life of hard work and manual labor. His skin is weathered and tan from years of working outdoors in the sun and rain, and his hair is a wild tangle of brown curls that falls to his broad shoulders.

He has a strong, square jaw and piercing green eyes that seem to hold the wisdom and experience of someone well beyond his years. His face is lined with deep creases, evidence of a life spent outdoors and the hardships that come with it.

Kael's clothing is simple and practical, befitting his status as a Freeholder. He wears a sturdy leather vest over a plain cotton shirt, and his pants are made of thick, durable fabric that can withstand the rigors of outdoor work. His boots are sturdy and well-worn, clearly showing the signs of many miles of walking and trekking through rough terrain.

In addition to his clothing, Kael carries a number of tools and weapons that speak to his skills as a hunter and tracker. He wears a leather belt with several pouches and sheaths, each containing a different tool or weapon. One pouch holds a collection of knives and daggers, each honed to a razor sharp edge. Another pouch contains a small bow and a quiver of arrows, while a third holds a collection of traps and snares for catching game.

Despite his rough exterior and gruff demeanor, there is a certain warmth and kindness to Kael that is evident in his interactions with those he trusts and respects. He has a deep respect for the natural world and the animals that inhabit it, and he works tirelessly to protect the land and the creatures that depend on it. Kael is a true Freeholder, fiercely independent and unafraid to stand up for what he believes in, no matter the cost.",results/images/Aurora_Dominion/000068.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","painterly style, flat colours, illustration, bright and colourful, high contrast, Mythology, cinematic, detailed, atmospheric, 8k, corona render"
"['cities', 'Sunflower Village', 'city_description']","Sunflower Village is a small, idyllic farming community located in the heart of a lush, fertile valley on one of the many islands that make up the archipelago of Aurora Dominion. The village is home to a diverse population of Luminescent and Wraiths, who have lived in relative harmony for generations.

The history of Sunflower Village is closely tied to the surrounding valley, which has been a source of sustenance and inspiration for generations of farmers. The Luminescent were the first to settle in the valley, drawn by the abundance of magical energy that flowed through the area. They were followed by the Wraiths, who were seeking a peaceful place to call home after years of conflict with other races.

Over time, the two races learned to live and work together, forming a tight-knit community that has thrived for generations. The farmers of Sunflower Village are known throughout Aurora Dominion for their skill and dedication, and their crops are in high demand throughout the archipelago.

The arts and culture of Sunflower Village are closely tied to the land and the natural world. The villagers celebrate the changing of the seasons with elaborate festivals, featuring music, dance, and traditional foods. The Luminescent are known for their intricate light shows, which they create by manipulating the magical energy that flows through the valley.

Major events in Sunflower Village include the Harvest Festival, which takes place in late summer and celebrates the end of the growing season. The festival features a grand feast, as well as competitions for the best crops and livestock. There is also an annual fishing derby, which takes place in the nearby river and draws fishermen and fisherwomen from across the archipelago.

Despite its peaceful and idyllic setting, Sunflower Village is not without its challenges. The village is located near the border of two powerful kingdoms, and tensions can sometimes run high. There are also occasional raids by gangs and criminal organizations, who seek to steal the valuable crops and livestock of the villagers.

Despite these challenges, the people of Sunflower Village remain steadfast and resilient, drawing strength from their tight-knit community and the magical energy that flows through their valley.",results/images/Aurora_Dominion/000069.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","painterly style, flat colours, illustration, bright and colourful, high contrast, Mythology, cinematic, detailed, atmospheric, 8k, corona render"
"['cities', 'Sunflower Village', 'lore']","The Great Flood: A devastating flood that swept through the valley and threatened to destroy Sunflower Village. Lumi Everglow and Shade Nightshade worked together to save as many villagers as possible, using their respective magical abilities to create makeshift rafts and boats. Despite their efforts, several villagers perished in the flood, including Shade's closest friend. This event hardened Shade and made him more determined than ever to protect his community.",results/images/Aurora_Dominion/000070.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","painterly style, flat colours, illustration, bright and colourful, high contrast, Mythology, cinematic, detailed, atmospheric, 8k, corona render"
"['cities', 'Sunflower Village', 'lore']","The Battle of Sunflower Fields: A major conflict between the freeholders of Sunflower Village and a group of raiders who were attempting to steal the villagers' crops and livestock. Finnegan Seaborn led a group of Scaleborn sailors in a surprise attack on the raiders' ships, while Ophelia Firesong crafted weapons and armor for the villagers. The battle was hard-fought, but ultimately the freeholders emerged victorious, thanks in part to Lumi's ability to create blinding flashes of light that disoriented the raiders.",results/images/Aurora_Dominion/000071.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","painterly style, flat colours, illustration, bright and colourful, high contrast, Mythology, cinematic, detailed, atmospheric, 8k, corona render"
"['cities', 'Sunflower Village', 'lore']","The Rise of the Lightbringers: A period of upheaval in Sunflower Village, marked by the arrival of Reverend Ezekiel Lightbringer and his fanatical religious sect. Zeke's sermons drew in many of the villagers, including Lumi, who was searching for a sense of purpose in her life. Shade, however, was deeply skeptical of Zeke's teachings and began to investigate the reverend's past. He eventually discovered that Zeke was not who he claimed to be and exposed him as a fraud, causing the sect to disband and leaving many of the villagers feeling disillusioned.",results/images/Aurora_Dominion/000072.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","painterly style, flat colours, illustration, bright and colourful, high contrast, Mythology, cinematic, detailed, atmospheric, 8k, corona render"
"['cities', 'Sunflower Village', 'lore']","The Aurora Crisis: A catastrophic event that threatened to destroy the perpetual auroras that gave Aurora Dominion its name. Flick Starlight was one of the few inventors who had been studying the auroras, and he quickly realized that they were being disrupted by a massive magical weather system that was sweeping across the archipelago. Flick worked with Lumi and Shade to track down the source of the weather system and put a stop to it, using Ophelia's magical weapons and Finn's sailing skills to navigate the dangerous waters.",results/images/Aurora_Dominion/000073.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","painterly style, flat colours, illustration, bright and colourful, high contrast, Mythology, cinematic, detailed, atmospheric, 8k, corona render"
"['cities', 'Sunflower Village', 'lore']","The Gang War: A period of intense violence and chaos in Sunflower Village, marked by a turf war between Dagger Sharp's gang and a rival gang led by a mysterious figure known only as ""The Ghost."" The freeholders of the village were caught in the middle of the conflict, and many innocent villagers were injured or killed. Finnegan Seaborn played a key role in the conflict, using his sailing skills to smuggle weapons and supplies to the freeholders. Ultimately, the freeholders emerged victorious, but at a great cost.",results/images/Aurora_Dominion/000074.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","painterly style, flat colours, illustration, bright and colourful, high contrast, Mythology, cinematic, detailed, atmospheric, 8k, corona render"
"['cities', 'Sunflower Village', 'residents', 'Luminia ""Lumi"" Everglow']","Luminia ""Lumi"" Everglow is a Luminescent farmer who stands out in Sunflower Village with her radiant, glowing skin. Her luminous skin is an iridescent shade of pale blue that seems to shimmer and sparkle in the sunlight. She has a slender build with delicate, angular features, and her eyes are a bright, piercing shade of green that seem to glow with an inner light.

Lumi's hair is a mass of curly, golden locks that seem to catch the light and reflect it back in a dazzling array of colors. She often wears her hair in a loose braid that falls over her shoulder in a cascade of golden curls. Her clothing is simple but practical, consisting of a loose-fitting tunic and trousers made from a soft, lightweight fabric that allows her to move freely as she tends to her crops.

As she works in the fields, Lumi is often seen manipulating the light around her, using her magical abilities to create stunning displays of color and light. She can make the air around her shimmer and dance with a rainbow of hues, or make the ground beneath her feet glow with a soft, green light that seems to nourish the plants around her. Her light shows are a highlight of many festivals and celebrations in Sunflower Village, and she is much beloved by the villagers for her sunny disposition and her ability to make friends with anyone and everyone.

Overall, Lumi is a striking figure in the village, with her radiant skin and her colorful displays of light. She is a living embodiment of the magic that flows through Aurora Dominion, and her presence brings a sense of joy and wonder to all those who encounter her.",results/images/Aurora_Dominion/000075.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","painterly style, flat colours, illustration, bright and colourful, high contrast, Mythology, cinematic, detailed, atmospheric, 8k, corona render"
"['cities', 'Sunflower Village', 'residents', 'Shade ""Shadow"" Nightshade']","Shade ""Shadow"" Nightshade is a striking figure, even among the diverse and unique residents of Sunflower Village. He stands tall and lean, with a sinewy build that speaks to his agility and speed. His skin is a deep, midnight black, marked by swirling patterns of silver and gray that seem to shift and change in the light.

Shade's eyes are a piercing silver, set deep in his angular face. They seem to glow with an inner light, giving him an otherworldly quality that can be unsettling to those who don't know him well. His hair is long and black, falling in loose waves down his back, and he often wears it pulled back in a tight ponytail.

Despite his ethereal appearance, Shade moves with a fluid grace that speaks to his physical prowess. He wears a form-fitting black suit that seems to shift and shimmer in the light, allowing him to blend in with the shadows and disappear at will. His boots are black leather, with silver buckles that catch the light as he moves.

Shade's face is sharp and angular, with high cheekbones and a strong jaw. His lips are thin and pale, giving him a perpetually serious expression. His hands are long and elegant, with fingers that seem to move with a life of their own. They're also deadly weapons, capable of delivering a fatal blow with a single strike.

Despite his reputation as an assassin and a criminal, Shade has a certain charm and wit that makes him popular with many of the villagers. He's quick with a joke or a cutting remark, and he has a way of putting people at ease even in the most tense situations. He's also fiercely loyal to those he considers his friends, and he'll go to great lengths to protect them from harm.",results/images/Aurora_Dominion/000076.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","painterly style, flat colours, illustration, bright and colourful, high contrast, Mythology, cinematic, detailed, atmospheric, 8k, corona render"
"['cities', 'Sunflower Village', 'residents', 'Reverend Ezekiel ""Zeke"" Lightbringer']","Reverend Ezekiel ""Zeke"" Lightbringer cuts an imposing figure in Sunflower Village. He stands tall and straight, with broad shoulders and a muscular build that hint at his physical prowess. His skin is a pale, almost ethereal shade of blue, and seems to glow softly in the perpetual auroras that light up the village.

Zeke's eyes are bright and piercing, and seem to radiate a fierce intensity that can be unnerving to those who meet his gaze. His hair is a shock of electric blue, and is styled in a severe, angular cut that complements his sharp features.

Zeke's robes are a deep shade of purple, embroidered with intricate patterns of gold and silver thread that catch the light and gleam in the auroras. He wears a large, ornate amulet around his neck, which is said to be a gift from the gods themselves.

When Zeke takes to the pulpit to deliver one of his fiery sermons, his voice booms out across the village, echoing off the surrounding hills and valleys. He speaks with a conviction and certainty that can be deeply persuasive, even to those who are skeptical of his teachings. His movements are dramatic and punctuated, with sweeping gestures and emphatic pauses that lend weight to his words.

Despite his intense demeanor, Zeke is not without his flaws. He can be stubborn and uncompromising, and has a tendency to see the world in black and white terms. He also has a tendency to view those who disagree with him as enemies, and has been known to lash out at those who challenge his authority.

Despite these flaws, Zeke is a respected and influential figure in Sunflower Village. His followers believe that he is a messenger of the gods, sent to guide them through the trials and tribulations of life in Aurora Dominion. And even those who do not share his beliefs cannot deny the power of his presence and the force of his personality.",results/images/Aurora_Dominion/000077.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","painterly style, flat colours, illustration, bright and colourful, high contrast, Mythology, cinematic, detailed, atmospheric, 8k, corona render"
"['cities', 'Sunflower Village', 'residents', 'Finnegan ""Finn"" Seaborn']","Finnegan ""Finn"" Seaborn is a striking figure in Sunflower Village, with his tall, lean frame and his weathered, sun-kissed skin. He stands at an impressive six feet tall, with broad shoulders and a strong, muscular build that speaks to his years of hard work out on the sea.

Finn's hair is a deep, rich brown, with long, tousled waves that frame his face and fall down his back in a wild, unruly cascade. His eyes are a bright, piercing blue, with a mischievous twinkle that hints at his love of adventure.

Finn's clothing is practical and utilitarian, reflecting his life as a fisherman and sailor. He wears sturdy leather boots that come up to his knees, along with thick, weather-resistant pants and a simple cotton shirt. Over this, he wears a heavy woolen coat, lined with fur to keep out the cold and rain.

Finn's most striking feature, however, is his scale-covered skin. The scales are a deep, shimmering green, with a metallic sheen that catches the light and reflects it back in dazzling patterns. They cover his entire body, from his face down to his fingertips, and are a testament to his heritage as a Scaleborn.

Despite his rough exterior, Finn has a warm and friendly demeanor, and is beloved by many in Sunflower Village for his easygoing nature and his willingness to lend a hand whenever needed. He's often seen down by the docks, chatting with other fishermen and sailors and sharing tales of his adventures on the sea.

When Finn is out on his boat, he's a vision of grace and skill, his powerful arms and deft hands working the ropes and the sails with effortless ease. He seems at home on the water, his body moving in perfect harmony with the ebb and flow of the waves.

Overall, Finn is a true son of the sea, with a rugged charm and a fierce love of adventure that makes him a beloved figure in Sunflower Village.",results/images/Aurora_Dominion/000078.png,False,"((sfw)), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","painterly style, flat colours, illustration, bright and colourful, high contrast, Mythology, cinematic, detailed, atmospheric, 8k, corona render"
